8.87096774193548	84.6491228070176	1
8.64055299539171	62.1345029239766	1
21.0829493087558	62.4269005847953	1
32.3732718894009	75.5847953216374	3
58.8709677419355	76.4619883040936	1
77.5345622119816	66.5204678362573	1
53.5714285714286	42.8362573099415	1
13.9400921658986	40.4970760233918	1
14.8617511520737	47.8070175438597	1
56.1059907834102	57.7485380116959	3
72.9262672811060	50.4385964912281	1
94.5852534562212	51.0233918128655	1
93.4331797235023	38.1578947368421	1
69.0092165898618	37.8654970760234	3
75.4608294930876	25.5847953216374	1
75	13.5964912280702	1
37.6728110599078	19.4444444444444	1
35.5990783410138	29.6783625730994	3
19.4700460829493	35.2339181286550	1
28.9170506912442	34.0643274853801	1
29.3778801843318	13.0116959064327	1
17.1658986175115	13.0116959064327	1
12.0967741935484	24.4152046783626	3
