48.0414746543779	247.807017543860	1
97.8110599078341	247.807017543860	1
96.4285714285714	199.561403508772	1
154.493087557604	199.561403508772	1
153.801843317972	182.894736842105	1
100.576036866359	179.385964912281	1
101.958525345622	117.982456140351	1
164.861751152074	115.350877192982	1
163.479262672811	86.4035087719298	1
104.032258064516	86.4035087719298	1
101.267281105991	33.7719298245614	1
45.9677419354839	32.8947368421053	1
38.3640552995392	247.807017543860	3
249.193548387097	249.561403508772	1
133.064516129032	249.561403508772	1
132.373271889401	226.754385964912	1
179.377880184332	229.385964912281	1
185.599078341014	148.684210526316	1
134.447004608295	151.315789473684	1
132.373271889401	137.280701754386	1
191.820276497696	134.649122807018	1
190.437788018433	60.9649122807018	1
134.447004608295	60.9649122807018	1
133.064516129032	38.1578947368421	1
249.193548387097	38.1578947368421	1
251.267281105991	241.666666666667	3
